filed_id:ID,name,description ,class,rfc,:LABEL
1007978,AC Information Type,AC Information Type Type Value Reference ,240,5415,field
1007979,ECN Support,The ECN Support field in the ECN Support message element ( see Section 4.6.25 ) is used by the WTP to represent its ECN Support . The namespace is 8 bits ( 0-255 ). The values zero ( 0 ) and one ( 1 ) are allocated in this specification   and can be found in Section 4.6.25 . This namespace is managed by IANA and assignments require an Expert Review . IANA created the ECN Support registry   whose format is : ,210,5415,field
1007980,ECN Support,ECN Support Type Value Reference ,400,5415,field
1007981,Result Code,The Result Code field in the Result Code message element ( see Section 4.6.35 ) is used to indicate the success or failure of a CAPWAP Control message . The namespace is 32 bits ( 0-4294967295 )  where the value of zero ( 0 ) through 22 are allocated in this specification   and can be found in Section 4.6.35 . This namespace is managed by IANA and assignments require an Expert Review . IANA created the Result Code registry   whose format is : ,301,5415,field
1007982,Result Code,Result Code Type Value Reference ,231,5415,field
1007983,RSSI,RSSI : Received Signal Strength Indication ( RSSI ) is a signed   8-bit value . It is the received signal strength indication   in dBm . ,231,5416,field
1007984,SNR,SNR : SNR is a signed   8-bit value . It is the signal-to-noise ratio of the received IEEE 802.11 frame   in dB . ,231,5416,field
1007985,Data Rate,Data Rate : The data rate field is a 16-bit unsigned value . The data rate field is a 16-bit unsigned value expressing the data rate of the packets received by the WTP in units of 0.1 Mbps . For instance   a packet received at 5.5 Mbps would be set to 55   while 11 Mbps would be set to 110 . ,231,5416,field
1007986,WLAN ID bitmap,WLAN ID bitmap : This bit field indicates the WLAN ID ( see Section 6.1 ) on which the WTP will transmit the included frame . For instance   if a multicast packet is to be transmitted on WLANs 1 and 3   the bits for WLAN 1 and 3 of this field would be enabled . WLAN 1 is represented by bit 15 in the figure above   or the least significant bit   while WLAN 16 would be represented by bit zero ( 0 )  or the most significant bit   in the figure . This field is to be set to all zeroes for unicast packets and is unused if the WTP is not providing IEEE 802.11 encryption . ,210,5416,field
1007987,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1007988,Type,Type : 1024 for IEEE 802.11 Add WLAN ,400,5416,field
1007989,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1007990,WLAN ID,WLAN ID : An 8-bit value specifying the WLAN Identifier . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1007991,Capability,Capability : A 16-bit value containing the Capability information field to be advertised by the WTP in the Probe Request and Beacon frames . Each bit of the Capability field represents a different WTP capability   which are described in detail in [ IEEE.802-11.2007 ]. The format of the field is : ,231,5416,field
1007992,E,E ( ESS ): The AC MUST set the Extended Service Set ( ESS ) subfield to 1 . ,302,5416,field
1007993,I,I ( IBSS ): The AC MUST set the Independent Basic Service Set ( IBSS ) subfield to 0 . ,302,5416,field
1007994,C,C ( CF-Pollable ): The AC sets the Contention Free Pollable ( CF - Pollable ) subfield based on the table found in [ IEEE.802-11.2007 ]. ,231,5416,field
1007995,F,F ( CF-Poll Request ): The AC sets the CF-Poll Request subfield based on the table found in [ IEEE.802-11.2007 ]. ,231,5416,field
1007996,P,P ( Privacy ): The AC sets the Privacy subfield based on the confidentiality requirements of the WLAN   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1007997,S,S ( Short Preamble ): The AC sets the Short Preamble subfield based on whether the use of short preambles is permitted on the WLAN   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1007998,Short Preamble,S ( Short Preamble ): The AC sets the Short Preamble subfield based on whether the use of short preambles is permitted on the WLAN   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1007999,B,B ( PBCC ): The AC sets the Packet Binary Convolutional Code ( PBCC ) modulation option subfield based on whether the use of PBCC is permitted on the WLAN   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1008000,A,A ( Channel Agility ): The AC sets the Channel Agility subfield based on whether the WTP is capable of supporting the High Rate Direct Sequence Spread Spectrum ( HR/DSSS )  as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1008001,M,M ( Spectrum Management ): The AC sets the Spectrum Management subfield according to the value of the dot11SpectrumManagementRequired MIB variable   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1008002,Q,Q ( QoS ): The AC sets the Quality of Service ( QoS ) subfield based on the table found in [ IEEE.802-11.2007 ]. ,231,5416,field
1008003,QoS,Q ( QoS ): The AC sets the Quality of Service ( QoS ) subfield based on the table found in [ IEEE.802-11.2007 ]. ,231,5416,field
1008004,T,T ( Short Slot Time ): The AC sets the Short Slot Time subfield according to the value of the WTP's currently used slot time value   as defined in [ IEEE.802-11.2007 ]. ,110,5416,field
1008005,D,D ( APSD ): The AC sets the Automatic Power Save Delivery ( APSD ) subfield according to the value of the dot11APSDOptionImplemented Management Information Base ( MIB ) variable   as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1008006,V,V ( Reserved ): The AC sets the Reserved subfield to zero   as defined in [ IEEE.802-11.2007 ]. ,302,5416,field
1008007,Reserved,V ( Reserved ): The AC sets the Reserved subfield to zero   as defined in [ IEEE.802-11.2007 ]. ,302,5416,field
1008008,O,O ( DSSS-OFDM ): The AC sets the DSSS-OFDM subfield to indicate the use of Direct Sequence Spread Spectrum with Orthogonal Frequency Division Multiplexing ( DSSS-OFDM )  as defined in [ IEEE.802-11.2007 ]. ,231,5416,field
1008009,K,K ( Delayed Block ACK ): The AC sets the Delayed Block ACK subfield according to the value of the dot11DelayedBlockAckOptionImplemented MIB variable   as defined in [ IEEE.802-11.2007 ]. ,301,5416,field
1008010,L,L ( Immediate Block ACK ): The AC sets the Delayed Block ACK subfield according to the value of the dot11ImmediateBlockAckOptionImplemented MIB variable   as defined in [ IEEE.802-11.2007 ]. ,301,5416,field
1008011,Key Status,Key Status : A 1-byte value that specifies the state and usage of the key that has been included . Note this field is ignored if the Key Length field is set to zero ( 0 ). The following values describe the key usage and its status : ,240,5416,field
1008012,Key Length,Key Length : A 16-bit value representing the length of the Key field . ,100,5416,field
1008013,Group TSC,Group TSC : A 48-bit value containing the Transmit Sequence Counter ( TSC ) for the updated group key . The WTP will set the TSC for broadcast/multicast frames to this value for the updated group key . ,200,5416,field
1008014,QoS,QoS : An 8-bit value specifying the default QoS policy for the WTP to apply to network traffic received for a non-WMM enabled STA . ,231,5416,field
1008015,1,2 - Voice ,240,5416,field
1008016,Auth Type,Auth Type : An 8-bit value specifying the supported authentication type . ,231,5416,field
1008017,1,MAC Mode : This field specifies whether the WTP should support the WLAN in Local or Split MAC mode . Note that the AC MUST NOT request a mode of operation that was not advertised by the WTP during the discovery process ( see Section 4.6.43 in [ RFC5415 ]). The following enumerated values are supported : ,400,5416,field
1008018,MAC Mode,MAC Mode : This field specifies whether the WTP should support the WLAN in Local or Split MAC mode . Note that the AC MUST NOT request a mode of operation that was not advertised by the WTP during the discovery process ( see Section 4.6.43 in [ RFC5415 ]). The following enumerated values are supported : ,400,5416,field
1008019,Tunnel Mode,Tunnel Mode : This field specifies the frame tunneling type to be used for 802.11 data frames from all stations associated with the WLAN . The AC MUST NOT request a mode of operation that was not advertised by the WTP during the discovery process ( see Section 4.6.42 in [ RFC5415 ]). All IEEE 802.11 management frames MUST be tunneled using 802.11 Tunnel mode . The following enumerated values are supported : ,231,5416,field
1008020,Suppress SSID,Suppress SSID : A boolean indicating whether the SSID is to be advertised by the WTP . A value of zero suppresses the SSID in the 802.11 Beacon and Probe Response frames   while a value of one will cause the WTP to populate the field . ,302,5416,field
1008021,Type,Type : 1025 for IEEE 802.11 Antenna ,231,5416,field
1008022,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008023,Diversity,Diversity : An 8-bit value specifying whether the antenna is to provide receiver diversity . The value of this field is the same as the IEEE 802.11 dot11DiversitySelectionRx MIB element   see [ IEEE.802-11.2007 ]. The following enumerated values are supported : ,231,5416,field
1008024,Combiner,Combiner : An 8-bit value specifying the combiner selection . The following enumerated values are supported : ,231,5416,field
1008025,Type,Type : 1026 for IEEE 802.11 Assigned WTP BSSID ,231,5416,field
1008026,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008027,WLAN ID,WLAN ID : An 8-bit value specifying the WLAN Identifier . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008028,BSSID,BSSID : The BSSID assigned by the WTP for the WLAN created as a result of receiving an IEEE 802.11 Add WLAN . ,231,5416,field
1008029,Type,Type : 1027 for IEEE 802.11 Delete WLAN ,400,5416,field
1008030,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008031,WLAN ID,WLAN ID : An 8-bit value specifying the WLAN Identifier . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008032,Type,Type : 1028 for IEEE 802.11 Direct Sequence Control ,231,5416,field
1008033,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008034,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008035,Current CCA,Current CCA : The current Clear Channel Assessment ( CCA ) method in operation   whose value can be found in the IEEE 802.11 dot11CCAModeSupported MIB element ( see [ IEEE.802-11.2007 ]). Valid values are : ,400,5416,field
1008036,Energy Detect Threshold,Energy Detect Threshold : The current Energy Detect Threshold being used by the DSSS PHY . The value can be found in the IEEE 802.11 dot11EDThreshold MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008037,Type,Type : 1029 for IEEE 802.11 Information Element ,231,5416,field
1008038,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008039,WLAN ID,WLAN ID : An 8-bit value specifying the WLAN Identifier . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008040,B,B : When set   the WTP is to include the Information Element in IEEE 802.11 Beacons associated with the WLAN . ,400,5416,field
1008041,P,P : When set   the WTP is to include the Information Element in Probe Responses associated with the WLAN . ,400,5416,field
1008042,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008043,Type,Type : 1030 for IEEE 802.11 MAC Operation ,231,5416,field
1008044,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008045,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008046,RTS Threshold,RTS Threshold : This attribute indicates the number of octets in an MAC Protocol Data Unit ( MPDU )  below which a Request To Send/Clear To Send ( RTS/CTS ) handshake MUST NOT be performed . An RTS/CTS handshake MUST be performed at the beginning of any frame exchange sequence where the MPDU is of type Data or Management   the MPDU has an individual address in the Address1 field   and the length of the MPDU is greater than this threshold . Setting this attribute to be larger than the maximum MSDU size MUST have the effect of turning off the RTS/CTS handshake for frames of Data or Management type transmitted by this STA . Setting this attribute to zero MUST have the effect of turning on the RTS/CTS handshake for all frames of Data or Management type transmitted by this STA . The default value of this attribute MUST be 2347 . The value of this field comes from the IEEE 802.11 dot11RTSThreshold MIB element   ( see [ IEEE.802-11.2007 ]). ,100,5416,field
1008047,Short Retry,Short Retry : This attribute indicates the maximum number of transmission attempts of a frame   the length of which is less than or equal to RTSThreshold   that MUST be made before a failure condition is indicated . The default value of this attribute MUST be 7 . The value of this field comes from the IEEE 802.11 dot11ShortRetryLimit MIB element   ( see [ IEEE.802-11.2007 ]). ,110,5416,field
1008048,Long Retry,Long Retry : This attribute indicates the maximum number of transmission attempts of a frame   the length of which is greater than dot11RTSThreshold   that MUST be made before a failure condition is indicated . The default value of this attribute MUST be 4 . The value of this field comes from the IEEE 802.11 dot11LongRetryLimit MIB element   ( see [ IEEE.802-11.2007 ]). ,110,5416,field
1008049,Fragmentation Threshold,Fragmentation Threshold : This attribute specifies the current maximum size   in octets   of the MPDU that MAY be delivered to the PHY . A MAC Service Data Unit ( MSDU ) MUST be broken into fragments if its size exceeds the value of this attribute after adding MAC headers and trailers . An MSDU or MAC Management Protocol Data Unit ( MMPDU ) MUST be fragmented when the resulting frame has an individual address in the Address1 field   and the length of the frame is larger than this threshold . The default value for this attribute MUST be the lesser of 2346 or the aMPDUMaxLength of the attached PHY and MUST never exceed the lesser of 2346 or the ,231,5416,field
1008050,Tx MSDU Lifetime,Tx MSDU Lifetime : This attribute specifies the elapsed time in Time Units ( TUs )  after the initial transmission of an MSDU   after which further attempts to transmit the MSDU MUST be terminated . The default value of this attribute MUST be 512 . The value of this field comes from the IEEE 802.11 dot11MaxTransmitMSDULifetime MIB element   ( see [ IEEE.802-11.2007 ]). ,120,5416,field
1008051,Rx MSDU Lifetime,Rx MSDU Lifetime : This attribute specifies the elapsed time in TU   after the initial reception of a fragmented MMPDU or MSDU   after which further attempts to reassemble the MMPDU or MSDU MUST be terminated . The default value MUST be 512 . The value of this field comes from the IEEE 802.11 dot11MaxReceiveLifetime MIB element   ( see [ IEEE.802-11.2007 ]). ,121,5416,field
1008052,Type,Type : 1031 for IEEE 802.11 MIC Countermeasures ,231,5416,field
1008053,Radio ID,Radio ID : The Radio Identifier   whose value is between one ( 1 ) and 31   typically refers to some interface index on the WTP . ,230,5416,field
1008054,WLAN ID,WLAN ID : This 8-bit unsigned integer includes the WLAN Identifier   on which the MIC failure occurred . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008055,MAC Address,MAC Address : The MAC Address of the station that caused the MIC failure . ,230,5416,field
1008056,Type,Type : 1032 for IEEE 802.11 Multi-Domain Capability ,231,5416,field
1008057,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008058,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008059,First Channel #,First Channel #: This attribute indicates the value of the lowest channel number in the sub-band for the associated domain country string . The value of this field comes from the IEEE 802.11 dot11FirstChannelNumber MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008060,Number of Channels,Number of Channels : This attribute indicates the value of the total number of channels allowed in the sub-band for the associated domain country string ( see Section 6.23 ). The value of this field comes from the IEEE 802.11 dot11NumberofChannels MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008061,Max Tx Power Level,Max Tx Power Level : This attribute indicates the maximum transmit power   in dBm   allowed in the sub-band for the associated domain country string ( see Section 6.23 ). The value of this field comes from the IEEE 802.11 dot11MaximumTransmitPowerLevel MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008062,Type,Type : 1033 for IEEE 802.11 OFDM Control ,231,5416,field
1008063,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008064,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008065,B,Band Supported : The capability of the OFDM PHY implementation to operate in the three Unlicensed National Information Infrastructure ( U-NII ) bands . The value of this field comes from the IEEE 802.11 dot11FrequencyBandsSupported MIB element ( see [ IEEE.802-11.2007 ])  coded as a bit field   whose values are : ,400,5416,field
1008066,TI Threshold,TI Threshold : The threshold being used to detect a busy medium ( frequency ). CCA MUST report a busy medium upon detecting the RSSI above this threshold . The value of this field comes from the IEEE 802.11 dot11TIThreshold MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008067,Type,Type : 1034 for IEEE 802.11 Rate Set ,231,5416,field
1008068,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008069,Type,Type : 1035 for IEEE 802.11 RSNA Error Report From Station ,231,5416,field
1008070,Client MAC Address,Client MAC Address : The Client MAC Address of the station . ,230,5416,field
1008071,BSSID,BSSID : The BSSID on which the failures are being reported . ,400,5416,field
1008072,Radio ID,Radio ID : The Radio Identifier   whose value is between one ( 1 ) and 31   typically refers to some interface index on the WTP . ,230,5416,field
1008073,WLAN ID,WLAN ID : The WLAN ID on which the RSNA failures are being reported . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008074,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008075,TKIP ICV Errors,TKIP ICV Errors : A 32-bit value representing the number of Temporal Key Integrity Protocol ( TKIP ) ( as defined in [ IEEE.802-11.2007 ]) ICV errors encountered when decrypting packets from the station . The value of this field comes from the IEEE 802.11 dot11RSNAStatsTKIPICVErrors MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008076,TKIP Local MIC Failures,TKIP Local MIC Failures : A 32-bit value representing the number of MIC failures encountered when checking the integrity of packets received from the station . The value of this field comes from the IEEE 802.11 dot11RSNAStatsTKIPLocalMICFailures MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008077,TKIP Remote MIC Failures,TKIP Remote MIC Failures : A 32-bit value representing the number of MIC failures reported by the station encountered ( possibly via the EAPOL-Key frame ). The value of this field comes from the IEEE 802.11 dot11RSNAStatsTKIPRemoteMICFailures MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008078,CCMP Replays,CCMP Replays : A 32-bit value representing the number of CCMP MPDUs discarded by the replay detection mechanism . The value of this field comes from the IEEE 802.11 dot11RSNACCMPReplays MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008079,CCMP Decrypt Errors,CCMP Decrypt Errors : A 32-bit value representing the number of CCMP MDPUs discarded by the decryption algorithm . The value of this field comes from the IEEE 802.11 dot11RSNACCMPDecryptErrors MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008080,TKIP Replays,TKIP Replays : A 32-bit value representing the number of TKIP Replays detected in frames received from the station . The value of this field comes from the IEEE 802.11 dot11RSNAStatsTKIPReplays MIB element ( see [ IEEE.802-11.2007 ]). ,200,5416,field
1008081,Type,Type : 1036 for IEEE 802.11 Station ,231,5416,field
1008082,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008083,Association ID,Association ID : A 16-bit value specifying the IEEE 802.11 Association Identifier . ,231,5416,field
1008084,Flags,Flags : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008085,MAC Address,MAC Address : The station's MAC Address ,230,5416,field
1008086,Capabilities,Capabilities : A 16-bit field containing the IEEE 802.11 Capabilities Information Field to use with the station . ,400,5416,field
1008087,WLAN ID,WLAN ID : An 8-bit value specifying the WLAN Identifier . The value MUST be between one ( 1 ) and 16 . ,230,5416,field
1008088,Supported Rates,Supported Rates : The variable-length field containing the supported rates to be used with the station   as found in the IEEE 802.11 dot11OperationalRateSet MIB element ( see [ IEEE.802-11.2007 ]). This field MUST NOT exceed 126 octets and specifies the set of data rates at which the station may transmit data   where each octet represents a data rate . ,400,5416,field
1008089,Type,Type : 1037 for IEEE 802.11 Station QoS Profile ,231,5416,field
1008090,MAC Address,MAC Address : The station's MAC Address ,230,5416,field
1008091,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008092,Type,Type : 1038 for IEEE 802.11 Station Session Key ,400,5416,field
1008093,MAC Address,MAC Address : The station's MAC Address ,230,5416,field
1008094,Flags,Flags : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . The following bits are defined : ,220,5416,field
1008095,A,A : The 1-bit AKM-Only field is set by the AC to inform the WTP that is MUST NOT accept any 802.11 Data Frames other than AKM frames . This is the equivalent of the WTP's IEEE 802.1X port for the station to be in the closed state . When set   the WTP MUST drop any non-IEEE 802.1X packets it receives from the station . ,301,5416,field
1008096,C,C : The 1-bit field is set by the AC to inform the WTP that encryption services will be provided by the AC . When set   the WTP SHOULD police frames received from stations to ensure that they are properly encrypted as specified in the RSN Information Element   but does not need to take specific cryptographic action on the frame . Similarly   for transmitted frames   the WTP only needs to forward already encrypted frames . Since packets received by the WTP will be encrypted   the WTP cannot modify the contents of the packets   including modifying the DSCP markings of the encapsulated packet . In this case   this function would be the responsibility of the AC . ,201,5416,field
1008097,Pairwise TSC,Pairwise TSC : The 6-byte Transmit Sequence Counter ( TSC ) field to use for unicast packets transmitted to the station . ,400,5416,field
1008098,Pairwise RSC,Pairwise RSC : The 6-byte Receive Sequence Counter ( RSC ) to use for unicast packets received from the station . ,400,5416,field
1008099,Type,Type : 1039 for IEEE 802.11 Statistics ,231,5416,field
1008100,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008101,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008102,Tx Fragment Count,Tx Fragment Count : A 32-bit value representing the number of fragmented frames transmitted . The value of this field comes from the IEEE 802.11 dot11TransmittedFragmentCount MIB element ( see [ IEEE.802-11.2007 ]). ,200,5416,field
1008103,Multicast Tx Count,Multicast Tx Count : A 32-bit value representing the number of multicast frames transmitted . The value of this field comes from the IEEE 802.11 dot11MulticastTransmittedFrameCount MIB element ( see [ IEEE.802-11.2007 ]). ,200,5416,field
1008104,Failed Count,Failed Count : A 32-bit value representing the transmit excessive retries . The value of this field comes from the IEEE 802.11 dot11FailedCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008105,Retry Count,Retry Count : A 32-bit value representing the number of transmit retries . The value of this field comes from the IEEE 802.11 dot11RetryCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008106,Multiple Retry Count,Multiple Retry Count : A 32-bit value representing the number of transmits that required more than one retry . The value of this field comes from the IEEE 802.11 dot11MultipleRetryCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008107,Frame Duplicate Count,Frame Duplicate Count : A 32-bit value representing the duplicate frames received . The value of this field comes from the IEEE 802.11 dot11FrameDuplicateCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008108,RTS Success Count,RTS Success Count : A 32-bit value representing the number of successfully transmitted Ready To Send ( RTS ). The value of this field comes from the IEEE 802.11 dot11RTSSuccessCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008109,RTS Failure Count,RTS Failure Count : A 32-bit value representing the failed transmitted RTS . The value of this field comes from the IEEE 802.11 dot11RTSFailureCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008110,ACK Failure Count,ACK Failure Count : A 32-bit value representing the number of failed acknowledgements . The value of this field comes from the IEEE 802.11 dot11ACKFailureCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008111,Rx Fragment Count,Rx Fragment Count : A 32-bit value representing the number of fragmented frames received . The value of this field comes from the IEEE 802.11 dot11ReceivedFragmentCount MIB element ( see [ IEEE.802-11.2007 ]). ,200,5416,field
1008112,Multicast RX Count,Multicast RX Count : A 32-bit value representing the number of multicast frames received . The value of this field comes from the IEEE 802.11 dot11MulticastReceivedFrameCount MIB element ( see [ IEEE.802-11.2007 ]). ,200,5416,field
1008113,FCS Error Count,FCS Error Count : A 32-bit value representing the number of FCS failures . The value of this field comes from the IEEE 802.11 dot11FCSErrorCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008114,Decryption Errors,Decryption Errors : A 32-bit value representing the number of Decryption errors that occurred on the WTP . Note that this field is only valid in cases where the WTP provides encryption/ decryption services . The value of this field comes from the IEEE 802.11 dot11WEPUndecryptableCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008115,Discarded QoS Fragment Count,Discarded QoS Fragment Count : A 32-bit value representing the number of discarded QoS fragments received . The value of this field comes from the IEEE 802.11 dot11QoSDiscardedFragmentCount MIB element ( see [ IEEE.802-11.2007 ]). ,110,5416,field
1008116,Associated Station Count,Associated Station Count : A 32-bit value representing the number of number of associated stations . The value of this field comes from the IEEE 802.11 dot11AssociatedStationCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008117,QoS CF Polls Received Count,QoS CF Polls Received Count : A 32-bit value representing the number of (+) CF-Polls received . The value of this field comes from the IEEE 802.11 dot11QosCFPollsReceivedCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008118,QoS CF Polls Unused Count,QoS CF Polls Unused Count : A 32-bit value representing the number of (+) CF-Polls that have been received   but not used . The value of this field comes from the IEEE 802.11 dot11QosCFPollsUnusedCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008119,QoS CF Polls Unusable Count,QoS CF Polls Unusable Count : A 32-bit value representing the number of (+) CF-Polls that have been received   but could not be used due to the Transmission Opportunity ( TXOP ) size being smaller than the time that is required for one frame exchange sequence . The value of this field comes from the IEEE 802.11 dot11QosCFPollsUnusableCount MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008120,Type,Type : 1040 for IEEE 802.11 Supported Rates ,231,5416,field
1008121,Radio ID,Radio ID : An 8-bit value representing the radio   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008122,Supported Rates,Supported Rates : The WTP includes the Supported Rates that its hardware supports . The format is identical to the Rate Set message element and is between 2 and 8 bytes in length . ,231,5416,field
1008123,Type,Length : 4 ,100,5416,field
1008124,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008125,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008126,Current Tx Power,Current Tx Power : This attribute contains the current transmit output power in mW   as described in the dot11CurrentTxPowerLevel MIB variable   see [ IEEE.802-11.2007 ]. ,230,5416,field
1008127,Type,Type : 1042 for IEEE 802.11 Tx Power Level ,231,5416,field
1008128,Radio ID,Radio ID : An 8-bit value representing the radio to configure   whose value is between one ( 1 ) and 31 . ,230,5416,field
1008129,Num Levels,Num Levels : The number of power level attributes . The value of this field comes from the IEEE 802.11 dot11NumberSupportedPowerLevels MIB element ( see [ IEEE.802-11.2007 ]). ,231,5416,field
1008130,Type,Type : 1043 for IEEE 802.11 Update Station QoS ,231,5416,field
1008131,Radio ID,Radio ID : The Radio Identifier   whose value is between one ( 1 ) and 31   typically refers to some interface index on the WTP . ,230,5416,field
1008132,MAC Address,MAC Address : The station's MAC Address . ,230,5416,field
1008133,Reserved,Reserved : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008134,RSV,RSV : All implementations complying with this protocol MUST set to zero any bits that are reserved in the version of the protocol supported by that implementation . Receivers MUST ignore all bits not defined for the version of the protocol they support . ,500,5416,field
1008135,DSCP Tag,DSCP Tag : The 6-bit DSCP label to use if packets are eligible to be DSCP tagged   specifically an IPv4 or IPv6 packet ( see [ RFC2474 ]). This field is used only if the ' D ' bit in the WTP Quality of Service message element was set; otherwise   its contents MUST be ignored . ,210,5416,field
1008136,Type,Type : 1044 for IEEE 802.11 Update WLAN ,220,5416,field
